hardboil,softboil,shell,lid,stove,taste_hb,remove_hb,taste_sb,remove_sb,grad_st
9.110209629,5.686763949,brown,covered,electric,4,5,3,2,4
8.659262394,7.074211991,white,uncovered,gas,1,3,1,1,7
13.34956512,6.481600434,brown,uncovered,gas,1,5,1,5,9
10.41566047,6.986295992,white,uncovered,gas,1,1,5,1,10
11.46866567,4.793024821,white,covered,gas,5,5,2,2,3
11.46754409,6.742613988,brown,uncovered,gas,3,1,1,1,4
13.86369145,7.073549071,brown,covered,electric,2,1,2,3,9
15.06453134,6.249952525,white,uncovered,electric,5,1,5,5,2
14.44780148,5.703938279,brown,covered,electric,1,1,2,2,5
12.46252749,6.102241198,brown,uncovered,gas,3,3,3,4,6
10.19051248,7.612376001,white,uncovered,gas,3,1,1,3,5
13.37937165,6.852393241,brown,uncovered,gas,4,1,4,5,3
7.693934884,7.234941048,brown,uncovered,electric,4,2,1,5,8
12.61544582,5.951888072,white,uncovered,gas,5,4,2,1,8
11.73169664,5.43394033,brown,covered,electric,5,5,3,4,2
8.517247604,8.280762836,white,uncovered,gas,5,2,2,1,1
9.995744969,5.986843667,brown,uncovered,electric,4,1,3,3,3
11.80553869,5.12017657,white,covered,electric,4,1,5,2,1
9.763234946,6.133448912,white,covered,gas,3,4,4,1,10
7.84235698,5.372055106,white,covered,gas,3,5,3,2,10
8.221962651,5.876124034,white,covered,gas,1,2,2,4,2
9.095787218,7.141343789,white,uncovered,gas,4,5,4,3,5
12.03686081,6.297493339,brown,covered,electric,3,2,1,1,4
7.943900425,5.95667357,white,uncovered,electric,2,3,4,1,4
9.95909391,6.295903777,white,uncovered,electric,3,1,2,1,9
12.18352848,5.611693611,brown,uncovered,gas,2,3,1,5,5
13.44427348,6.007742304,brown,uncovered,electric,5,3,3,5,2
12.09638025,6.519162944,brown,uncovered,electric,2,2,4,2,7
7.562030311,5.761516477,brown,covered,gas,2,4,4,4,6
11.2708893,7.100773058,brown,covered,gas,4,4,5,4,2
10.25856532,4.619129176,white,uncovered,electric,2,3,3,3,3
10.21477569,5.617699555,white,covered,electric,1,4,4,3,1
8.801380783,6.940828069,white,uncovered,electric,2,2,4,1,3
6.430737634,5.687581705,white,covered,gas,1,1,4,1,3
10.30784471,6.052469725,brown,covered,electric,2,2,5,3,1
7.517476494,5.586995509,white,covered,gas,1,4,3,3,10
12.05739414,6.784379311,white,covered,gas,3,4,2,4,7
10.56437281,6.802950328,white,covered,electric,4,1,5,1,9
7.271099358,5.137281186,brown,uncovered,gas,1,5,2,1,7
7.717197751,6.199580003,white,uncovered,gas,2,3,3,3,10
10.9430055,5.079851494,white,covered,electric,1,1,3,1,2
11.58266607,8.237483614,brown,uncovered,electric,1,1,3,5,7
8.772124038,5.207946521,white,uncovered,electric,1,3,2,1,1
5.640141489,6.19362223,white,covered,gas,4,3,2,1,4
12.635665,8.037255997,brown,uncovered,electric,4,3,5,1,10
11.13465017,5.713313307,brown,uncovered,electric,1,2,5,1,7
8.606419825,6.548875939,white,uncovered,electric,4,1,5,1,8
13.34427239,8.164290954,white,uncovered,electric,4,1,3,3,10
10.77728721,5.631821835,brown,uncovered,electric,4,1,4,5,5
9.586432116,5.008163129,white,covered,gas,1,5,5,1,1
6.843786281,5.414564753,white,covered,electric,2,4,5,5,8
7.840350286,7.770917713,white,uncovered,gas,1,2,5,1,4
15.30572208,6.661917806,white,uncovered,electric,1,3,1,3,4
7.092335427,4.697512348,white,uncovered,gas,3,3,5,1,3
11.48882451,6.89377698,brown,uncovered,gas,3,5,1,5,2
12.86156575,5.713404108,brown,uncovered,gas,5,3,5,2,9
6.519501473,4.613442331,brown,covered,electric,4,2,5,3,9
10.784815,5.830617197,white,covered,electric,2,5,1,1,6
6.530381226,5.860595739,brown,covered,electric,1,1,1,4,2
9.843579226,4.227329177,brown,uncovered,electric,2,4,2,4,7
12.45023455,6.91998664,brown,uncovered,electric,4,4,4,1,3
14.94221457,7.250205804,white,uncovered,gas,1,2,4,2,10
10.23441972,6.979568561,brown,uncovered,electric,2,5,2,1,7
11.81982243,5.625817559,brown,covered,gas,1,1,3,2,3
11.87900676,6.390877412,brown,uncovered,gas,5,4,2,4,10
11.68530664,7.79325629,white,uncovered,gas,5,3,1,1,1
10.67910769,5.854083725,brown,uncovered,electric,3,5,3,3,2
12.14919265,6.14627401,brown,uncovered,electric,3,5,4,1,3
11.64025563,5.461214975,brown,covered,electric,5,3,3,3,5
8.229660348,5.395276179,brown,uncovered,gas,4,1,1,3,8
7.909812245,6.136658468,brown,covered,gas,2,1,3,3,2
8.171628558,5.466244302,white,covered,gas,3,4,1,2,4
11.46645456,5.439084972,white,uncovered,electric,1,2,2,5,2
11.48647429,5.781835089,brown,uncovered,gas,1,2,3,2,9
11.25171768,8.397641581,white,covered,electric,1,1,4,1,3
8.806507476,5.704340593,white,uncovered,gas,5,2,5,5,6
11.06007816,6.582627978,white,covered,electric,1,3,2,1,6
8.379031989,6.797512272,white,covered,electric,2,5,2,4,3
12.37871926,6.648555699,brown,uncovered,electric,5,3,5,5,1
11.64562533,6.929661879,brown,uncovered,electric,3,1,2,3,1
11.2800963,6.584580637,brown,uncovered,electric,3,2,2,2,7
9.89251906,5.432975049,brown,covered,gas,1,2,4,2,10
11.78649383,5.162555988,white,covered,electric,5,3,5,3,1
8.800491582,5.79455793,brown,covered,gas,2,5,1,3,3
9.438851396,6.641622469,brown,covered,electric,5,5,3,3,2
12.20374694,6.881429427,brown,uncovered,gas,1,4,3,3,5
10.57553849,6.334213994,brown,uncovered,electric,2,1,4,1,9
12.80033004,5.584798305,brown,uncovered,gas,5,2,2,1,5
7.9142367,6.548239898,white,covered,gas,1,5,3,5,5
6.93374905,6.465431927,brown,covered,gas,5,4,3,5,9
12.3241343,6.431246154,white,uncovered,electric,5,4,5,3,9
8.559958326,5.365658164,brown,covered,gas,1,4,4,1,2
9.852902425,7.756748827,white,uncovered,electric,5,1,5,1,7
7.836765666,8.136354304,white,uncovered,electric,5,4,3,3,7
10.3805165,5.163912266,brown,covered,gas,5,2,2,2,1
8.846221858,8.341485348,brown,uncovered,gas,5,3,5,3,3
10.31071288,6.236701635,white,uncovered,electric,2,2,2,3,10
7.895953806,5.912814189,white,covered,gas,2,2,2,5,3
11.77024226,5.905491008,white,covered,electric,4,1,4,2,7
8.849382462,7.722360121,white,uncovered,gas,3,5,1,1,8
8.693705938,7.960384305,white,covered,electric,5,3,4,4,6
9.922406732,4.954413037,white,covered,gas,4,1,4,5,1
12.63070868,6.425699131,brown,covered,electric,1,1,4,2,7
10.10480316,5.678526236,brown,covered,gas,1,2,1,5,4
9.711945355,4.839624679,white,covered,electric,2,2,4,3,3
9.53557223,9.231445462,white,uncovered,gas,3,4,2,3,6
11.93554076,5.314429969,white,covered,gas,5,5,5,4,4
11.97374074,6.896103969,brown,covered,gas,2,3,1,1,1
11.30471587,6.178789002,white,uncovered,electric,4,2,4,5,2
7.973851047,8.251082289,white,uncovered,gas,3,3,5,1,7
9.797912129,6.769148634,brown,covered,electric,2,4,4,2,9
10.20490423,6.158880361,brown,uncovered,gas,1,1,5,1,8
11.92599298,6.044147846,white,uncovered,gas,2,5,1,2,9
14.47044347,5.308388822,white,uncovered,gas,4,3,5,1,2
9.7439167,7.325921893,white,uncovered,electric,5,3,1,2,5
9.169220905,5.511127003,white,covered,gas,1,4,4,1,7
9.30567083,4.762075955,white,uncovered,electric,3,1,2,3,5
12.74093198,7.306136591,brown,uncovered,electric,4,1,4,1,4
8.691342479,4.55194602,brown,covered,electric,5,5,4,4,6
10.15916359,6.724483422,white,uncovered,gas,5,5,3,1,1
10.39660248,7.62887097,brown,uncovered,electric,3,3,3,3,4
12.81351244,4.569366364,brown,covered,gas,2,4,3,4,8
14.54702155,4.862227149,white,covered,electric,2,5,5,2,7
7.340207831,6.256376093,brown,covered,gas,4,1,5,4,3
13.04514897,7.013389588,brown,uncovered,electric,1,5,4,5,1
9.25622188,5.584532341,white,covered,gas,3,5,1,5,7
9.97511505,6.774884777,white,covered,gas,4,1,3,1,4
8.934708996,4.661445434,white,covered,gas,4,5,4,2,5
9.020416341,5.102392017,brown,covered,gas,1,2,2,3,3
10.43681989,5.282881191,white,covered,gas,5,4,2,1,3
9.103295135,5.330297921,brown,uncovered,electric,4,1,4,5,9
9.380877091,8.278206294,white,uncovered,electric,2,3,3,5,4
9.697260782,5.703782183,brown,covered,electric,5,1,5,2,4
6.407711202,6.281036984,white,uncovered,electric,3,4,5,4,7
8.40865652,4.605033409,white,covered,electric,1,4,4,5,6
9.045208664,7.699796964,white,uncovered,gas,2,4,2,4,4
12.63812588,7.006187119,white,covered,electric,1,3,3,4,6
8.844201946,4.985854154,white,covered,gas,4,2,5,1,2
7.252111545,7.00566071,white,covered,gas,4,5,1,2,8
11.03538781,5.734915922,brown,covered,gas,1,1,1,4,10
13.66521857,4.234186111,white,covered,electric,3,4,4,2,2
16.4058403,6.123431218,brown,uncovered,electric,2,3,5,2,7
16.74119951,8.158588117,brown,uncovered,electric,3,4,3,5,3
8.727793659,8.531184625,white,covered,gas,5,3,2,4,5
9.464015997,6.615576201,white,uncovered,gas,3,4,3,4,3
11.78417781,5.307704266,white,uncovered,electric,3,4,2,1,4
9.379024248,5.894146582,white,covered,electric,5,5,3,4,7
5.836339507,6.18845326,brown,covered,gas,3,2,1,4,7
9.456218968,4.973525515,brown,covered,electric,3,3,5,1,10
11.6234749,5.11014629,white,uncovered,electric,1,5,1,1,1
10.4471796,5.240895728,brown,uncovered,gas,2,1,1,4,9
11.08006925,6.436780366,brown,uncovered,gas,3,3,2,5,2
11.75720105,8.206810802,brown,covered,electric,4,2,2,3,10
10.90288972,7.148025115,brown,covered,gas,2,4,5,3,4
12.32088835,6.430674421,white,covered,electric,1,5,1,4,10
7.164491896,7.404572428,brown,covered,gas,4,4,4,4,10
7.344040236,7.15164194,brown,covered,gas,1,2,5,4,1
8.95415021,6.068911714,white,uncovered,gas,5,4,1,3,1
7.563760315,4.845186031,brown,uncovered,electric,4,2,1,4,10
10.41302643,7.096440677,brown,uncovered,electric,5,2,4,2,9
9.465297433,4.97293187,white,covered,electric,4,2,5,4,8
7.6048814,5.699673006,white,uncovered,gas,5,5,1,3,7
12.4653085,7.629807816,brown,covered,gas,1,5,3,1,1
13.59645918,7.207888773,white,uncovered,gas,5,2,1,5,10
10.09239699,6.928441291,white,uncovered,electric,5,4,1,4,5
10.20730823,7.486957338,white,uncovered,gas,3,3,2,4,2
11.27243145,5.705232119,brown,uncovered,electric,4,3,3,1,6
8.512990342,7.946747463,white,covered,gas,5,5,3,2,3
10.3866915,6.925237753,brown,uncovered,electric,2,5,2,3,7
9.353934127,6.7327314640000004,brown,uncovered,gas,4,5,1,2,2
11.0020724,5.822125459,brown,uncovered,electric,3,2,4,5,8
8.869535305,6.006587519,white,covered,gas,4,5,1,1,4
11.00039253,8.195437845,brown,covered,electric,5,1,3,4,4
12.00612855,7.819401081,white,covered,electric,2,3,3,5,2
9.753179378,5.718591563,brown,uncovered,gas,1,4,4,4,4
11.84214637,7.324068845,brown,covered,gas,4,5,5,4,10
9.292197468,5.971803672,brown,uncovered,electric,4,3,1,4,1
9.013975026,5.893795313,white,uncovered,electric,1,4,4,2,2
9.953112744,4.64042943,brown,covered,electric,2,5,5,4,9
11.08576662,6.804376944,white,covered,electric,3,5,5,3,2
6.368276313,5.392753037,brown,covered,electric,5,3,2,1,8
11.0149328,6.544763228,brown,uncovered,electric,1,4,5,4,5
10.4788121,3.848643074,brown,covered,electric,2,1,3,5,10
10.8955958,6.463675452,brown,covered,gas,2,3,1,1,9
9.526523289,4.778874495,white,covered,gas,4,4,1,2,10
9.582281815,8.000072796,brown,covered,gas,2,5,1,4,8
13.97357324,6.202067464,brown,covered,electric,1,5,4,5,4
7.411196876,5.94101827,brown,covered,gas,3,4,2,5,5
12.9558515,5.796282809,brown,covered,electric,1,1,5,1,7
10.99393083,4.926298373,white,uncovered,electric,4,5,1,1,10
11.57317201,6.703415081,white,uncovered,gas,1,5,2,2,9
10.12255973,6.780884917,white,uncovered,gas,3,4,2,2,5
6.837336235,5.851782271,brown,covered,gas,2,3,2,1,6
10.54640093,5.370509096,brown,covered,electric,4,3,1,2,9
5.76636469,6.371623119,brown,covered,electric,5,1,5,3,7
12.70492398,5.355776558,white,covered,electric,5,1,2,2,3
14.16654168,6.88430199,white,uncovered,gas,3,2,3,3,7
14.77624413,8.008727765,white,uncovered,gas,4,1,3,2,9
8.834305146,5.880699774,white,covered,electric,5,1,1,5,6
8.67915966,6.370047578,brown,uncovered,gas,3,2,5,3,4
13.70014354,6.235569835,brown,uncovered,electric,4,4,1,3,4
10.09351953,5.300539104,white,uncovered,gas,5,4,3,3,5
11.56523938,5.746528439,brown,covered,electric,3,5,5,1,7
10.76726675,6.665327648,white,uncovered,gas,2,5,2,4,6
12.6853376,6.363431588,brown,uncovered,electric,3,3,3,4,10
11.48839792,5.769926725,white,covered,electric,4,1,4,4,9
11.64501867,5.439299053,white,covered,electric,3,4,1,4,3
9.423233472,5.524278122,white,covered,gas,3,4,1,2,2
10.97903857,6.661802303,brown,uncovered,electric,1,1,1,2,4
10.117189,7.527769959,white,covered,gas,1,1,2,4,6
9.867071696,7.115306065,brown,uncovered,electric,4,4,2,2,4
12.02939804,6.602367699,white,covered,gas,2,5,2,3,1
8.010353497,7.121658478,brown,uncovered,gas,2,3,5,2,2
7.520346397,5.804196391,white,covered,electric,2,5,5,2,3
12.7774819,7.110544989,brown,uncovered,electric,5,3,1,1,5
10.95605709,6.560372906,white,covered,electric,3,5,2,1,1
11.45442986,4.593527418,brown,uncovered,electric,1,2,5,3,5
6.374305994,6.645112108,brown,covered,gas,2,2,4,2,3
8.278283763,4.828186047,brown,uncovered,electric,4,5,2,5,9
8.93631868,7.247488963,brown,uncovered,gas,3,4,4,5,5
12.36052707,9.188787418,white,uncovered,electric,1,4,2,2,9
12.05816786,4.67617079,brown,uncovered,electric,3,4,3,2,2
12.76769401,8.940425816,white,uncovered,electric,4,5,2,1,8
11.11897527,8.498169317,white,covered,gas,4,4,2,3,7
7.669926641,7.634602748,white,uncovered,gas,3,1,4,1,2
6.519809286,6.270454849,brown,covered,gas,5,1,4,4,10
8.681304694,6.166272846,white,covered,electric,4,3,2,3,7
14.06974684,7.630107141,white,uncovered,gas,3,1,2,4,3
9.675768657,6.982368923,white,uncovered,electric,5,5,4,5,4
11.50082908,5.698445663,white,covered,gas,4,5,4,5,10
10.33956539,5.443280396,white,covered,electric,2,4,4,2,10
11.13909954,5.879122585,brown,covered,gas,4,1,3,3,2
11.68914758,5.252869551,white,covered,electric,3,5,3,5,2
13.07408114,6.837171571,white,covered,gas,5,3,4,5,9
7.92045526,6.704628633,white,uncovered,gas,2,5,5,1,8
12.6663563,5.406534955,white,covered,gas,2,5,3,1,1
8.332690101,4.762253496,brown,covered,gas,4,2,2,1,3
10.02354856,5.896297885,brown,covered,gas,5,4,2,4,1
11.07094492,6.174815641,brown,covered,electric,2,3,5,2,8
11.0953078,5.687148732,brown,uncovered,electric,1,4,4,5,4
6.078264658,6.061723195,white,covered,gas,1,1,4,1,3
10.625035,8.049670094,white,uncovered,gas,2,5,3,2,8
12.12154465,6.197546999,brown,uncovered,electric,5,1,3,5,3
8.779949945,6.879819955,white,covered,gas,5,3,4,3,8
11.30853832,6.529526104,white,uncovered,gas,4,5,4,4,2
13.0087995,4.776345679,white,uncovered,gas,2,4,3,2,8
9.905033413,6.127964496,brown,uncovered,gas,4,2,3,3,2
8.412859551,4.971024184,white,covered,gas,5,2,5,1,7
5.00062234,4.602302978,brown,covered,electric,4,2,1,2,6
12.91865873,6.802572052,brown,uncovered,gas,4,4,4,4,8
7.414529641,6.555500918,white,uncovered,electric,1,4,2,2,8
12.17798257,6.419713359,brown,uncovered,electric,1,3,4,5,5
10.0526469,7.489415871,white,uncovered,gas,1,4,5,4,3
11.68749573,6.009337025,white,covered,gas,5,1,4,2,10
9.728539258,6.514558542,brown,covered,electric,2,4,2,3,5
8.791030515,6.836518523,white,covered,electric,1,1,4,1,2
10.75808697,5.452795901,brown,uncovered,electric,3,2,2,2,3
10.90251653,6.494745107,brown,covered,gas,5,5,3,1,9
9.013021126,5.936923519,white,covered,electric,5,2,4,2,10
10.67665454,6.262713532,brown,covered,electric,1,1,2,1,9
12.33729757,5.595489427,brown,covered,electric,4,4,4,1,1
12.35312284,5.348451968,white,covered,electric,5,4,4,3,2
9.632709608,6.823539938,brown,uncovered,electric,3,3,3,5,1
6.929061398,6.158912117,brown,covered,gas,3,5,1,1,10
9.41013708,4.708200468,brown,covered,electric,4,4,2,3,1
6.69957979,6.425140572,brown,uncovered,electric,5,3,3,4,7
9.685016388,5.504670017,brown,uncovered,electric,5,1,1,3,4
8.643575904,6.839286626,brown,uncovered,gas,5,1,1,5,9
12.66745771,6.035727285,white,uncovered,electric,1,4,3,4,10
12.40562417,6.678789677,brown,uncovered,gas,3,5,3,3,5
11.53573981,7.01687218,brown,uncovered,electric,4,5,2,1,7
12.47607959,7.274798377,white,uncovered,gas,2,5,1,5,3
12.70036065,7.922391547,white,uncovered,electric,3,3,4,5,10
6.471063671,6.907418278,white,covered,gas,4,1,5,1,2
9.023591545,5.134190392,white,covered,electric,5,2,1,4,9
5.269611192,4.4871755780000004,white,covered,gas,3,4,2,4,9
9.296154603,6.679735768,brown,uncovered,electric,2,1,5,4,9
10.19613391,6.311424171,white,uncovered,gas,4,5,5,4,10
14.57765634,5.738851505,white,uncovered,gas,2,3,5,1,7
9.850763843,6.167802334,brown,covered,electric,5,2,1,5,8
11.72479654,5.311515127,white,covered,gas,4,5,5,5,1
12.35261299,6.900598118,white,uncovered,gas,2,2,5,3,8
10.52300733,4.574168004,white,uncovered,electric,3,1,3,4,1
10.31608978,5.812181105,brown,uncovered,electric,3,4,4,3,2
9.643078875,5.967352519,white,uncovered,electric,5,2,5,3,3
7.856191345,7.06463798,brown,uncovered,gas,3,3,5,5,7
14.64390419,5.814412855,brown,uncovered,gas,4,5,1,1,3
7.276757494,6.351315852,brown,covered,electric,3,1,2,1,9
9.676297406,6.380743628,white,uncovered,gas,4,2,3,5,3
11.06390274,7.002948252,brown,covered,gas,2,3,5,2,9
9.571307927,7.564198385,white,covered,electric,2,4,2,5,7
5.35439979,5.589739054,brown,covered,gas,4,4,4,4,4
12.4593583,5.26552489,white,uncovered,electric,5,2,3,1,10
7.928108533,7.061376534,white,uncovered,gas,4,4,1,3,9
11.47723476,6.863759838,brown,uncovered,electric,2,5,2,1,9
9.970018282,5.467215429,white,covered,electric,5,2,3,4,7
8.31711883,5.396213096,white,covered,gas,2,5,5,3,6
11.64213278,7.11953801,brown,covered,electric,1,1,4,5,2
9.687900223,7.553357414,white,uncovered,electric,3,1,4,3,9
9.907529992,5.758724439,white,covered,electric,3,4,2,5,7
8.320599405,4.814726475,white,covered,electric,4,3,1,3,9
8.560321641,6.966193266,brown,covered,gas,1,4,5,2,8
13.8591051,7.520543664,brown,uncovered,electric,4,2,5,1,4
9.195853714,6.885034757,white,covered,gas,3,3,4,4,1
12.50918535,8.608259956,white,uncovered,electric,1,4,3,2,4
9.308194816,5.725899723,white,uncovered,gas,4,4,2,4,9
9.046812724,6.307811348,brown,uncovered,gas,4,5,1,4,5
12.38350269,6.297955595,white,covered,electric,4,2,1,2,1
8.965387857,5.763159197,white,covered,gas,1,2,3,4,1
12.10169604,6.175201434,brown,uncovered,gas,4,5,4,2,4
9.793571574,6.343892259,brown,uncovered,gas,5,1,2,4,9
9.827718619,4.952415245,white,covered,electric,1,4,2,3,5
8.031526844,4.549652988,brown,covered,electric,3,4,2,1,5
8.214576907,8.398716266,brown,uncovered,electric,3,4,5,4,1
9.663314478,6.432202626,white,uncovered,electric,5,1,1,4,8
7.081431787,7.714868014,white,covered,gas,1,4,3,4,7
10.31287324,4.654897324,white,uncovered,electric,3,4,5,5,9
11.02932714,5.968438753,white,covered,electric,5,3,4,5,1
7.488331114,6.646683166,brown,covered,electric,3,1,5,4,6
10.13018518,5.020861816,white,covered,gas,5,1,4,4,4
9.982830237,6.665354118,white,covered,electric,5,3,3,5,8
11.02581267,6.100411806,brown,uncovered,gas,1,1,5,2,2
8.775349311,3.876064426,white,covered,gas,3,4,4,1,7
8.030360102,6.553605765,brown,covered,electric,4,3,2,4,9
8.692136939,7.058501909,white,covered,electric,4,4,3,3,1
9.301703477,5.599957105,brown,uncovered,gas,4,5,3,5,4
7.345325163,6.585600431,white,covered,electric,3,5,5,3,9
7.559423038,5.656337467,white,uncovered,gas,4,5,5,5,5
11.72880656,7.085660378,white,uncovered,electric,4,2,5,2,5
11.66742382,5.880487212,white,covered,gas,1,1,2,4,3
13.02093331,4.440809383,white,covered,gas,4,1,4,3,3
11.21687513,5.93207964,white,covered,electric,1,3,4,2,2
11.92181726,6.618207776,white,covered,electric,4,1,2,1,8
9.929792958,6.171677549,white,covered,electric,1,1,1,3,7
11.21745367,5.202099267,white,covered,electric,5,4,2,3,7
13.0163995,7.434611983,brown,uncovered,gas,2,4,3,2,10
13.38607972,6.834465348,white,uncovered,electric,4,3,3,4,2
10.65966839,6.215299752,white,covered,gas,3,1,2,2,10
12.36755672,6.049015909,white,uncovered,gas,5,4,5,2,9
11.61840685,7.035546616,white,uncovered,electric,4,1,2,5,9
11.59449222,8.269133351,white,uncovered,electric,4,1,5,4,5
8.378830199,6.388670388,brown,covered,electric,1,3,3,3,1
12.7761487,7.24267629,white,uncovered,electric,4,3,1,2,8
8.265833495,5.355442714,white,covered,gas,2,2,1,3,3
9.252245611,6.601514038,brown,uncovered,electric,3,3,5,4,4
10.93459525,7.51978888,brown,uncovered,gas,4,1,5,3,9
7.655740882,8.183004158,brown,uncovered,gas,5,5,4,4,2
6.681655747,6.241759436,white,uncovered,gas,5,4,1,4,8
10.92016812,5.014521469,white,covered,electric,4,3,4,3,9
9.803056647,6.434819456,brown,covered,electric,1,5,4,3,6
10.93379222,5.160595909,brown,uncovered,electric,3,4,3,1,10
6.969271764,4.549886967,brown,covered,electric,1,1,1,1,8
12.66157854,7.030109595,brown,uncovered,electric,2,2,1,5,4
12.60280596,8.006838055,white,uncovered,gas,2,1,3,2,3
9.391585537,3.243575246,white,covered,electric,5,5,1,3,4
12.6151294,5.814642961,brown,covered,gas,3,2,2,1,10
8.891752917,4.226208589,white,covered,electric,4,2,3,1,9
10.56265671,5.185515393,white,covered,gas,5,5,5,4,5
10.85313605,9.048622552,white,covered,electric,3,3,5,1,2
9.932711338,5.321638455,white,covered,electric,1,4,4,2,10
9.341832127,5.817043666,white,covered,gas,2,1,3,5,8
7.878801319,6.555179265,brown,covered,gas,5,4,2,2,9
10.24611203,5.825690934,white,uncovered,electric,3,3,4,1,4
12.10211349,7.197507494,white,uncovered,gas,2,2,5,4,8
10.08807201,5.595725727,brown,covered,gas,2,4,3,5,8
11.67268254,4.455740797,white,uncovered,gas,3,5,2,2,9
8.571050172,6.736882486,brown,uncovered,gas,5,2,4,1,2
11.80566825,7.284571612,white,uncovered,gas,2,3,5,1,2
14.86670523,5.180093288,brown,uncovered,electric,2,3,3,1,3
13.4087474,6.353267962,white,covered,gas,1,5,5,1,9
10.26982295,5.562700576,brown,covered,electric,3,2,4,2,10
13.93867607,6.925838186,brown,uncovered,electric,3,5,5,4,8
10.50131505,6.582342708,brown,covered,gas,2,1,2,3,9
10.10761379,6.12778572,white,covered,gas,5,5,1,2,9
10.48190121,6.69957279,white,uncovered,electric,5,4,3,2,9
12.43525797,7.132490869,brown,uncovered,gas,3,2,4,5,2
12.52966253,6.32348341,white,uncovered,gas,5,2,4,4,4
13.92914268,6.070823331,brown,covered,gas,4,5,3,4,4
10.26207492,5.629394726,brown,uncovered,electric,1,3,5,4,10
9.42150439,6.150495939,white,covered,gas,3,1,3,5,10
10.81819148,7.33921715,white,uncovered,electric,5,4,4,5,6
13.45040785,6.041141508,brown,uncovered,electric,2,5,3,3,9
7.830297883,7.100953201,brown,uncovered,gas,5,1,5,2,3
10.96531603,6.566414377,white,covered,electric,1,4,1,3,10
8.877576509,6.792822348,brown,covered,gas,2,1,1,2,8
9.919401512,5.825236071,brown,covered,gas,3,5,3,2,2
9.60727336,6.979797239,white,uncovered,electric,2,2,1,4,1
10.76554094,4.721608574,white,uncovered,gas,3,4,5,1,8
9.906975098,7.295804958,brown,covered,electric,1,2,1,4,1
7.884941649,6.667960151,brown,covered,gas,4,2,5,5,5
9.854579476,6.835378662,brown,uncovered,electric,4,2,3,5,5
4.826775996,6.438489065,white,uncovered,gas,4,5,3,3,3
14.04008648,5.104218617,brown,uncovered,gas,3,3,1,5,2
11.79695075,5.063059232,brown,covered,gas,2,3,5,5,7
13.01486655,6.231850467,brown,uncovered,electric,3,3,5,3,6
11.95182229,6.511340129,brown,uncovered,gas,3,2,3,5,3
12.4663641,6.536200779,white,uncovered,electric,1,2,3,5,5
8.414229418,4.847067184,white,uncovered,gas,5,3,3,4,8
9.819380869,5.784939005,white,uncovered,electric,2,5,4,5,2
8.452832808,6.758373796,brown,uncovered,electric,5,1,5,5,8
7.130634484,5.536333204,brown,covered,gas,3,1,3,2,2
6.407214958,7.143171868,white,covered,gas,4,2,2,2,9
9.337129077,5.420010536,brown,covered,electric,3,3,3,3,5
8.954285912,4.702890654,white,covered,gas,2,3,1,5,10
7.82795099,6.345782623,brown,uncovered,electric,4,4,3,5,4
10.65352273,6.924205977,brown,covered,gas,1,5,2,1,2
9.138561506,6.368357237,white,covered,electric,2,2,4,5,4
12.39979354,6.890435946,brown,uncovered,gas,5,2,4,5,7
12.84504703,6.310428691,brown,uncovered,gas,3,1,5,2,5
11.0693924,5.552022851,brown,uncovered,gas,3,2,5,1,8
9.436872172,5.440254741,white,covered,electric,1,1,2,4,6
7.925117709,5.76414128,brown,covered,gas,5,3,1,3,5
6.348110689,6.472491757,white,uncovered,electric,1,5,5,2,5
10.22689865,5.908074441,brown,covered,electric,3,2,2,2,4
11.28229856,5.708738995,brown,uncovered,electric,1,4,5,1,9
8.282182953,7.152992685,white,uncovered,gas,3,2,4,4,9
11.02997776,5.212314564,white,covered,gas,4,2,2,1,6
9.132079477,6.312421915,brown,covered,gas,4,2,4,2,6
12.11330149,6.603751396,brown,uncovered,gas,1,5,1,1,3
9.102538465,7.074163103,brown,uncovered,gas,4,2,2,4,8
10.72886175,5.195428734,white,covered,electric,2,3,4,4,7
10.61137538,5.112822191,brown,covered,electric,5,3,2,1,5
11.87726086,5.78996984,white,uncovered,electric,4,5,5,1,2
9.991964424,5.595753565,brown,uncovered,gas,2,1,4,2,3
10.87404479,5.530193228,white,uncovered,electric,1,1,3,4,2
7.728361349,6.408774602,white,uncovered,gas,2,2,3,1,9
10.08702181,6.453597907,white,covered,electric,4,3,4,2,4
12.93471211,6.826626392,brown,uncovered,electric,3,2,3,2,3
8.095993342,6.268429784,brown,uncovered,gas,5,3,3,1,3
8.39107374,6.852375502,white,covered,gas,2,4,4,4,10
11.01892257,6.918521933,white,uncovered,gas,2,4,5,3,7
8.061524675,5.274713085,brown,covered,electric,4,4,5,4,9
10.91817901,5.814725037,brown,covered,electric,1,1,4,5,2
7.462708807,4.878109486,brown,covered,gas,2,4,5,4,1
6.580188422,7.187190413,white,uncovered,electric,1,5,4,2,10
11.03533055,7.276592316,white,uncovered,electric,3,1,3,5,1
10.12584127,5.899353772,white,covered,electric,2,4,2,4,5
12.58678415,7.134392827,brown,uncovered,gas,5,1,5,5,7
13.98149964,6.049716371,brown,uncovered,electric,3,3,4,5,10
7.91987749,4.778064867,brown,covered,gas,5,2,5,5,6
11.6265891,7.214115507,brown,uncovered,gas,2,5,4,3,10
8.695382511,5.607501244,brown,covered,gas,5,4,3,1,4
